File Title: ,C:\Users\slank\Desktop\SPS36.LOG
File Name: ,C:\Users\slank\Desktop\SPS36.LOG
Start Time:,8/10/2017 9:07:16 AM
End Time:,8/10/2017 1:30:00 PM
Interval:,1
Records:,1331
Cyclic Flags:,2
Error Flags:,8208

Date/Time,Velocity (ft/s),Volume (gal/m),Error #
8/10/2017 9:12:50 AM,-1.73079101040263E-02,-0.647751726842492,0
8/10/2017 9:12:51 AM,-1.72944329404323E-02,-0.647247341510096,0
8/10/2017 9:12:52 AM,-1.72944329404323E-02,-0.647247341510096,0
8/10/2017 9:12:53 AM,-1.72817969991626E-02,-0.646774439078285,0
8/10/2017 9:12:55 AM,-1.72817969991626E-02,-0.646774439078285,0
8/10/2017 9:12:57 AM,-1.72699513959751E-02,-0.646331115194922,0
8/10/2017 9:12:58 AM,-1.72699513959751E-02,-0.646331115194922,0
8/10/2017 9:12:59 AM,-1.72699513959751E-02,-0.646331115194922,0
8/10/2017 9:13:00 AM,-1.74648601075606E-02,-0.653625609662907,0
8/10/2017 9:13:01 AM,-1.74648601075606E-02,-0.653625609662907,0
8/10/2017 9:13:03 AM,-0.017475780250608,-0.654034298029888,0
8/10/2017 9:13:06 AM,-1.76233669562786E-02,-0.659557757701365,0
8/10/2017 9:13:07 AM,-1.76233669562786E-02,-0.659557757701365,0
8/10/2017 9:13:08 AM,-1.76233669562786E-02,-0.659557757701365,0
8/10/2017 9:13:09 AM,-1.76233669562786E-02,-0.659557757701365,0
8/10/2017 9:13:10 AM,-1.74539086630153E-02,-0.653215749831591,0
8/10/2017 9:13:11 AM,-1.74539086630153E-02,-0.653215749831591,0
8/10/2017 9:13:13 AM,-0.017363055463382,-0.649815552083976,0
8/10/2017 9:13:14 AM,-0.017363055463382,-0.649815552083976,0
8/10/2017 9:13:15 AM,-1.73119787911265E-02,-0.647903998207395,0
8/10/2017 9:13:16 AM,-1.73119787911265E-02,-0.647903998207395,0
8/10/2017 9:13:17 AM,-1.73119787911265E-02,-0.647903998207395,0
8/10/2017 9:13:18 AM,-1.73119787911265E-02,-0.647903998207395,0
8/10/2017 9:13:19 AM,-1.74353907704882E-02,-0.652522714289471,0
8/10/2017 9:13:20 AM,-1.74353907704882E-02,-0.652522714289471,0
8/10/2017 9:13:21 AM,-1.74353907704882E-02,-0.652522714289471,0
8/10/2017 9:13:22 AM,-1.73797911246934E-02,-0.650441887294244,0
8/10/2017 9:13:25 AM,-1.72935715701385E-02,-0.647215104568031,0
8/10/2017 9:13:26 AM,-1.72935715701385E-02,-0.647215104568031,0
8/10/2017 9:13:27 AM,-1.72935715701385E-02,-0.647215104568031,0
8/10/2017 9:13:28 AM,-1.73494577572427E-02,-0.649306655424594,0
8/10/2017 9:13:30 AM,-1.73494577572427E-02,-0.649306655424594,0
8/10/2017 9:13:32 AM,-1.73333822504891E-02,-0.648705026620367,0
8/10/2017 9:13:33 AM,-1.73333822504891E-02,-0.648705026620367,0
8/10/2017 9:13:34 AM,-1.74554561686243E-02,-0.653273665514335,0
8/10/2017 9:13:35 AM,-1.74554561686243E-02,-0.653273665514335,0
8/10/2017 9:13:36 AM,-1.74554561686243E-02,-0.653273665514335,0
8/10/2017 9:13:38 AM,-1.73645074050222E-02,-0.649869891267568,0
8/10/2017 9:13:41 AM,-1.72112283940057E-02,-0.644133396018985,0
8/10/2017 9:13:42 AM,-1.72112283940057E-02,-0.644133396018985,0
8/10/2017 9:13:44 AM,-0.017135541624755,-0.641300804724794,0
8/10/2017 9:13:45 AM,-0.017135541624755,-0.641300804724794,0
8/10/2017 9:13:46 AM,-0.017135541624755,-0.641300804724794,0
8/10/2017 9:13:48 AM,-1.72013050245305E-02,-0.643762012086723,0
8/10/2017 9:13:49 AM,-1.72013050245305E-02,-0.643762012086723,0
8/10/2017 9:13:50 AM,-1.74005017624844E-02,-0.651216986732159,0
8/10/2017 9:13:51 AM,-1.74005017624844E-02,-0.651216986732159,0
